testo_corretto;count
terapia antalgico tramite elastomero sottocute;1
terapia endovena sottocute e instramuscolare;1
terapia alimentare;1
terapia endovena terapia intensiva neonatale;1
terapia anticipato paziente palliative;1
sostituzione periodico catetere vescicale;1
sostituzione placche e sacca stomie;1
sostituzione posizionamento catetere vescicale;1
sostituzione posizionamento rimozione c v;1
sostituzione rimozione catetere venoso;1
sostituzione rimozione catetere vescicale;1
sostituzione rimozione riposizionamento di catetere vescicale;1
sostituzione sonda enterale;1
sostituzione sonda gastrostomica;1
terapia enterale ed parenterale;1
terapia endovenoso terapia intramuscolare;1
sostituzione stomie;1
terapia endovenoso sottocute instramuscolare;1
sostituzione tracheostomia con anestesista pneumologo;1
terapia endovenoso sotto cutanea in infusione;1
supporto morale e psicologico;1
sottocute iniezione;1
sottocute instramuscolare;1
spiegazione delle tecniche a paziente e familiare;1
spirometria;1
stabilire relazione empatico con il paziente e la sua famiglia;1
stabilizzazione assistito e familiare;1
stick glicemico;1
stima e riconoscimento del lavoro fatto in famiglia;1
stomia;1
terapia endovenoso s c i m;1
stomie intestinale;1
sub cutanea infusione;1
supervisione continuativo;1
supervisione dei paziente fragile in assistenza domiciliare integrata medica;1
supervisione e addestramento;1
sotto cutaneo;1
sostituzione e applicazione catetere vescicale;1
sostituzione e gestione del catetere vescicale;1
sostituzione e gestione di catetere vescicale;1
sostituzione e gestione foley vescicale;1
terapia i m e endovenoso;1
sostituzione e gestione gastrostomia endoscopica percutanea e sondino;1
sostituzione e gestione sondino naso gastrico;1
sostituzione e gestione sondino naso gastrico e gastrostomia endoscopica percutanea;1
sostituzione e gestione sondino naso gastrico o gastrostomia endoscopica percutanea;1
terapia i funzionale endovenoso ed intramuscolo;1
sostituzione e inserimento catetere venoso;1
sostituzione e medicazione gastrostomia endoscopica percutanea;1
sostituzione e o posizionamento catetere venoso;1
sostituzione e o posizionamento catetere vescicale;1
sostituzione e o rimozione pompa elastomerico per terapia varie;1
sostituzione o posizionamento foley vescicale;1
sostituzione o posizionamento catetere vescicale;1
sostituzione o applicazione di catetere venoso;1
sostituzione medicazione gastrostomia endoscopica percutanea;1
sostituzione introduzione rimozione catetere vescicale;1
terapia enterale nutrizionale;1
sostituzione gastrostomia endoscopica percutanea removibili;1
sostituzione gastrostomia endoscopica percutanea e gestione;1
sostituzione e posizionamento catetere venoso;1
sostituzione gastrostomia endoscopica percutanea e bottone gastrostomica a basso profilo;1
sostituzione gastrostomia endoscopica percutanea con nutrizionista;1
sostituzione gastrostomia endoscopica percutanea con medico specialista;1
terapia farmacologico endovena sottocute latino per bocca;1
terapia farmacologico parenterale sotto cutanea o intramuscolare;1
terapia fleboclisi endovena;1
sostituzione ed educazione alla gestione di sondino naso gastrico;1
sostituzione ed educazione alla gestione del catetere venoso;1
terapia estemporaneo;1
terapia endovenoso in infusione sotto cutanea;1
supporto caregiver caregiver cura della persona;1
terapia endovenoso idratante e o nutrizionale;1
supporto caregiver caregiver e trasferimento competenze;1
supporto caregiver caregiver educazione terapeutica;1
supporto caregiver nella terminale oncologico;1
supporto caregiver per presidi;1
supporto e ascolto al paziente ed alla famiglia;1
supporto e collaborazione con i familiare;1
supporto e counselling;1
supporto e follow up;1
supporto e rivalutazione caso clinico;1
supporto e sostegno al caregiver;1
supporto e trasmissione competenze caregiver;1
supporto ed educazione;1
supervisione ed addestramento caregiver educazione sanitario;1
supporto ed educazione caregiver caregiver;1
supporto emotivo ai familiare caregiver;1
supporto emotivo e ascolto;1
supporto emotivo educativo al paziente al caregiver caregiver e famiglia;1
supporto emotivo familiare e paziente aspetto relazione;1
supporto famiglia e caregiver caregiver;1
terapia endovenoso idratante e antibiotico;1
supporto famiglia e paziente;1
supporto famiglia utente;1
supporto familiare di paziente fragile;1
terapia endovenoso e sottocute;1
supporto follow up;1
supporto formazione e collaborazione con il caregiver e i familiare del paziente;1
supporto in follow up;1
terapia endovenoso e sotto cutanea in infusione;1
supporto ed educazione al caregiver;1
supervisione gastrostomia endoscopica percutanea;1
supervisione infermieristico;1
supervisione manager;1
supervisione paziente con sclerosi laterale amiotrofica;1
supervisione paziente fragile;1
supervisione paziente fragile ed sanitario;1
supportare l l assistito e la famiglia in tutte le fase della vita;1
terapia endovenoso o ipodermico;1
supporto addestramento caregiver caregiver;1
terapia endovenoso nutrizione parenterale e o enterale;1
terapia endovenoso muscolare sotto cute;1
supporto ai familiare;1
supporto ai follow up;1
terapia endovenoso ipoderma;1
supporto al caregiver addestramento identificazione;1
supporto caregiver addestramento identificazione;1
supporto assistenza ed educazione caregiver caregiver badante;1
supporto alle varie fase della vita paziente e famiglia;1
supporto alle fase della vita del paziente e della famiglia;1
supporto alla rete;1
supporto alla famiglia ed educazione sanitario;1
supporto alla famiglia e paziente in tutte le fase della sua vita;1
supporto alla famiglia addestramento;1
terapia endovenoso intramuscolare sotto cutanea e orale;1
supporto al paziente ed ai familiare;1
supporto al paziente e caregiver;1
terapia endovenoso instramuscolare sottocute;1
supporto al gara caregiver;1
terapia endovenoso intramuscolare e sotto cutanea emotrasfusione;1
supporto al fine vita;1
supporto al caregiver utente;1
supporto al caregiver caregiver e al paziente;1
supporto all assistito e alla famiglia;1
prelievo esame urina;1
prelievo estemporaneo;1
prelievo evacuativo;1
terapia nfusionale;1
prelievo in ambulatorio;1
prelievo inr;1
prelievo liquido biologico;1
terapia latino per bocca sottocute endovena;1
prelievo occasionale e non occasionale;1
prelievo occasionale terapia anticoagulante orale;1
prelievo occasionale terapia anticoagulante orale oncologico colturale;1
prelievo per controllo inr;1
prelievo per emotrasfusione;1
terapia latino per bocca sottocute e endovena;1
prelievo per esame ematochimico;1
scheda di valutazione della non autosufficienza;1
prelievo ricorrenti e non;1
prelievo sangue capillare;1
terapia latino per bocca in e endovena;1
prelievo sangue capillare per terapia anticoagulante orale;1
prelievo sangue e urina;1
terapia latino per bocca endovena sottocute instramuscolare;1
prelievo sangue urina;1
terapia latino per bocca;1
prelievo sanguigno;1
prelievo sanguigno venoso domiciliare;1
prelievo tampone colturale;1
terapia ipodermico e endovenoso;1
prelievo terapia centro emostasi;1
terapia ipo;1
prelievo venoso capillare;1
prelievo per terapia anticoagulante orale;1
prelievo ematico materiale biologico;1
prelievo ematico materiale organico;1
prelievo ematico microbiologico;1
prelievo ematico non occasionale;1
prelievo ematico occasionale;1
prelievo ematico periferico;1
prelievo ematico periferico e capillare;1
terapia palliative endovena sottocute;1
prelievo ematico raccolto campione biologico;1
prelievo ematico tampone covid;1
prelievo ematico tampone ferita tampone nasale tampone orofaringe;1
terapia orale sotto cutanea infusionale intramuscolare;1
prelievo ematico terapia anticoagulante orale;1
prelievo ematico terapia anticoagulante orale per emotrasfusione;1
prelievo ematico urina colturale e terapia anticoagulante orale tampone colturale;1
prelievo esame ematico;1
terapia nutrizionale;1
prelievo endovena;1
prelievo emogasanalisi arterioso;1
prelievo ematologico;1
prelievo ematochimico e consegna in laboratorio;1
prelievo ematochimico e biologico;1
terapia nutrizione parenterale totale;1
prelievo ematico urina e colturale;1
terapia obiettivo i m s c;1
terapia orale intramuscolare;1
prelievo ematico venoso e arterioso;1
prelievo ematico venoso capillare;1
terapia orale sotto cutanea in vena;1
prelievo ematico urinocoltura;1
prelievo ematico urina terapia anticoagulante orale e colturale tampone colturale;1
prelievo ematico urina e feci per analisi ematochimico di controllo;1
prelievo ematico venoso emogasanalisi;1
preparazione la terapia orale iniezione infusione controllo inr prelievo del sangue;1
preparazione medicina parenterale;1
preparazione medicinale;1
preparazione nutrizione parenterale totale;1
preparazione orale terapia;1
preparazione pilloliera;1
preparazione prelievo accettazione;1
preparazione settimanale sacca nutrizione parenterale totale;1
preparazione somma nutrizione parenterale totale;1
preparazione somministrazione terapia;1
preparazione terapia al bisogno;1
preparazione terapia antalgico;1
preparazione terapia latino per bocca;1
terapia intramuscolare endovena sottocute;1
preparazione terapia medicazione;1
prelievo venoso da catetere venoso centrale;1
terapia intra muscolare;1
preparazione terapia orale i v s c;1
preparazione terapia orale settimanale;1
preparazione terapia orale transdermica;1
preparazione terapia settimanale;1
terapia insulinica scuola;1
presa in carico del malato oncologico terminale;1
presa in carico del nucleo familiare per i percorso socio sanitario;1
presa in carico del paziente con millimetri di mercurio;1
presa in carico del paziente e della famiglia con compilazione delle scheda infermiere di famiglia e della cartella cura domiciliare;1
presa in carico di paziente terminale per gestione terapia cura palliative;1
presa in carico e accertamento infermieristico;1
presa in carico e valutazione del paziente;1
presa in carico e valutazione paziente;1
presa in carico paziente terminale;1
preparazione terapia orale blister settimanale;1
prelievo venoso domiciliare e ambulatoriale;1
prelievo venoso e arterioso;1
prelievo venoso e colturale;1
prelievo venoso e da accesso vascolare centrale;1
terapia intramuscolo e infusionale;1
prelievo venoso e materiale organico;1
prelievo venoso e materiale vario;1
terapia intramuscolare sotto cutanea endovena;1
prelievo venoso e o microbiologico;1
prelievo venoso e posizionamento accesso venoso periferico;1
terapia intramuscolare sotto cutanea ecc;1
prelievo venoso e raccolto campione biologico con cateterismo estemporaneo;1
prelievo venoso e urina;1
prelievo venoso e urinocoltura;1
prelievo venoso ed arterioso;1
preparazione infusore pompa elastomerico;1
preparazione infusore antalgico sedativo;1
preparazione infusore;1
preparazione infusione in elastomero;1
terapia intramuscolare o endovenoso;1
preparazione elastomero fleboclisi;1
preparazione e somministrazione terapia;1
preparazione e posizionamento terapia endovenoso;1
prelievo venoso ed emogasanalisi;1
preparazione e infondere terapia;1
preparazione e gestione pompa elastomerico;1
preparazione dispositivo infusionale;1
preparazione dispositivo di infusione;1
preparazione della terapia fino al prossimo turno;1
preparazione del paziente per le varie attivitÃ ;1
preparazione;1
prelievo venoso esame d urina;1
preparazione e posizionamento nutrizione parenterale totale;1
terapia s c i m ed endovenoso;1
posizionamento sorveglianza e rimozione terapia infusionale endovena;1
posizionamento sostituzione catetere;1
terapia s c i m;1
terapia s c e v i m;1
posizionamento sostituzione e gestione catetere vescicale compreso derivazione urinario gestione alvo;1
posizionamento sostituzione e gestione di catetere venoso;1
