testo_pulito;count
terapie iniettive intramuscolo sottocute endovena;1
terapie iniettive im sc ev;1
terapie iniettive im;1
terapie iniettive attraverso varie vie;1
terapie iniettive attraverso le diverse vie;1
terapie iniettive  sottocute  intramuscolo ;1
terapie infusive sedative e non;1
terapie infusive endovenose e npt;1
terapie intramuscolo e infusionali;1
terapie endovenose e intramuscolari;1
terapie endovenose  nutrizioni parenterali e o enterali;1
terapie endovenose  im sc;1
terapie endovenose  compresa albunina ev ;1
terapie endovenose   tpim;1
terapie endovenosa e sottocute;1
terapie endovenosa e sottocutaneo in base alla prescrizione;1
terapie edovenose;1
terapie e v e sc ;1
terapie e v  i m  s c ;1
terapie e v;1
terapie inettive infusive;1
terapie con elastomero;1
terapie compressive;1
terapie attraverso varie vie di somministrazione  anche infusionali;1
terapie anticipate pazienti palliative;1
terapie antibiotiche infusionali o intramuscolo;1
terapie antibiotiche endovena;1
terapie  sc  ev  im ;1
terapie  ev;1
terapie;1
terapiai nfusionale;1
terapiaev  im sc;1
terapie del dolore;1
terapie in cvc;1
terapie im sc os;1
terapie im sc ipodermo ev;1
terapie im ev sc;1
terapie im e sottocute;1
terapie idratanti   farmacologiche;1
terapie idratanti;1
terapie i m e endovenose;1
terapie i m;1
terapie farmacologiche;1
terapie ev tin;1
terapie endovenose idratanti;1
terapie ev im ipodermo;1
terapie ev i m s c;1
terapie ev ed idratanti  ;1
terapie ev e im;1
terapie ev come taid  npt;1
terapie ev  im  sc;1
terapie ev  im   sc;1
terapie ev   npt;1
terapie endovenosi;1
terapie endovenose ipoderma;1
terapie endovenose intramuascolari e sottocutanee emotrasfusioni;1
terapie ev im sc enterale;1
trattamento ferite;1
trattamento di piaghe e ulceri;1
trattamento  lesioni trofiche;1
trattamenti lesioni trofiche;1
trattamenti ferita chirurgiche drenaggi;1
trattam ferite chirurgiche drenaggi;1
trasporti per ricoveri;1
trasmissione competenze al care giver;1
trasfusioni e tp antibiotiche con medico;1
trasfusioni di sangue;1
terapie parenterali enterali ecg vac terapy;1
trasfusione emoderivati   sangue  piastrine ;1
trasferimento di competenze educazione caregiver  supporto psicologico;1
trasferimento competenze educazione del care giver  colloqui  nursering  addestramento;1
trasferimento competenze e educazione del fare giver;1
trasferimento competenze caregive;1
trasferimento competenze care giver;1
trasferimento competenze al carguiver;1
trasferimento competenze al caregiver;1
traning care giver;1
training utilizzo presidi;1
training caregiver;1
trasfusione sangue;1
vaccinazioni;1
vac terapia;1
uvm uvg;1
uvm multiprofessionale;1
uvg uvm;1
uscite socio riabilitative;1
urostomie;1
urostomia;1
ureterostomie;1
uol uvcp;1
unterstützung medikamentenverabreichung;1
trattamento lesioni da compressione;1
ulcere venose;1
ulcere vascolari e bendaggi;1
ulcere trofiche arti inferiori;1
ulcere trofiche;1
ulcere arto inferiore;1
ulcere;1
udp;1
tutor studenti infermieri;1
trattamento ulcere;1
trattamento lesioni vascolari;1
trattamento lesioni da decubito;1
unterstützung angehörige;1
therapieüberwachung;1
th sottocutanea;1
th ev;1
tev ipodermo;1
tetapia infusionale;1
terpia infusiva;1
terepia endovenosa;1
terapieinfusionali  endovenose;1
terapie venose e sottocutanea;1
terapie sottocute   endovenose con elastomeri;1
terapie sottocutanee terapie intramuscolari;1
training all utilizzo dei presidi;1
terapie sc o ev;1
terapie sc im ev;1
terapie sc e im;1
terapie sc  im;1
terapie s c ;1
terapie reidratanti sottocute;1
terapie reidratanti s c  ed e v ;1
terapie per via sottocutanea;1
terapie per via endovenosa;1
terapie per il dolore;1
terapie per altre vie di somministrazione;1
terapie sottcutanee;1
training al care giver sulle posture;1
tracheotomia;1
tpn enterale;1
tp sottocute ed im ed ev;1
tp sottocute;1
tp sc ev;1
tp parenterale enterale;1
tp ipodermoclisi;1
tp ipodermica;1
tp intramuscolo;1
tp intramuscolare sottocutanea;1
toilette chirurgica;1
tp im sc ed educazione;1
tp im e sc;1
tp im;1
tp ev infusioni;1
tp e v ;1
tp del dolore;1
tp antalgica tramite elastomeri sc;1
tp  endovenosa;1
tp   ev;1
toilette delle escare nelle lesioni da decubito;1
toilette chirurgica lesioni decubito;1
tp insulinica pdta bambino diabetico;1
relazione d aiuto assistito  caregiver;1
relazione d aiuto assistito   caregiver;1
relazione d aiuto ass cargiver;1
relazione counseling;1
relazione con paziente e famiglia;1
relazione con mmg specialisti e servizi territoriali;1
relazione con il paziente e famiglia;1
lesioni piede diabetico;1
relazione con il caregiver;1
relazione con i terapisti;1
supporto assistenza ed educazione care giver  badanti ;1
relazione con altri operatori sanitari;1
relazione ascolto;1
relazione aiuto assistito e caregiver;1
relazione aiuto;1
relazionale;1
reidratazione;1
registrazione in cartella della situazione clinica del pz;1
realizzazione relazione efficace;1
rapporti con mmg   richieste ecc ;1
rapporti con medici di base assistenti sociali ecc ;1
rapporti con diversi ambulatori;1
relazione con i familiari;1
reperimento parametri;1
reperimento dei parametri vitali;1
reperimento accesso venoso profondo;1
reperimento accesso venoso e gestione terapia ev;1
reperimento accesso venoso con cvp;1
reperimento accesso sottocute;1
reperimento accesso sotto cute;1
reperimento accesso sc;1
reperimento accesso ev;1
reperimento accessi venosi periferici;1
reperimento accessi venosi cvp;1
relazione d aiuto assistito care giver;1
relazoone d aiuto assistito  caregiver;1
relazioni interpersonali con i colleghi;1
relazione terapeutica utente e famigliari;1
relazione supporto paziente;1
relazione supporto parenti;1
relazione e supporto paziente;1
relazione e supporto caregiver;1
relazione di cura;1
relazione di aiuto;1
relazione d ascolto  terapeutica;1
relazione d aiuto e colloquio con i familiari;1
reperimento accessi sc;1
promozione stile corretto di vita;1
promozione di comportamenti di vita sani  lifesyle ;1
promozione corretto stile di vita;1
promozione alla  salute;1
promozione a corretti stili di vita;1
programmazione presa in carico a domicilio sid adi;1
programmazione esami ematici per domicilio;1
programmazione attività lavorativa;1
programmazione assistenza infermieristica;1
programmazione accessi di monitoraggio;1
rapporti con caregiver;1
programmazione;1
progetto famiglia fragili;1
proflilassi;1
profili glicemici;1
profilassi diversi;1
profilassi  mobilizzazione  mettere calze elastiche antitrombotiche    ;1
problema psicologico;1
problem solving;1
prlievo sague venoso;1
prlievi ematici;1
prlelievo;1
programmazione accessi;1
raccordo telefonico con curanti e familiari;1
raccolta materiale;1
raccolta ed elaborazione dati;1
raccolta dati ed elaborazione;1
raccolta campioni biologici ;1
pz con la sla attaccati al ventilatore;1
pv e follow app;1
punture i m ;1
pulizia picc;1
pulizia pic;1
pulizia peg;1
promozione stili di vita corretti;1
pulizia cvc;1
psicoeducazine;1
psico educazione;1
psdta;1
prrlievi venosi;1
prova parametri;1
protocollo sostituzione catetere vescicale;1
proposte approvvigionamento presidi sanitari;1
prophylaxen;1
prophylaxe;1
promuovere l autonomia della famiglia    autoefficienza;1
pulizia degli apparecchi elettromedicali;1
rimozione pompa elastomero a chemioterapica;1
rimozione elastomero;1
rimozione elastomeri;1
rimozione e sostituzione catetere;1
rimozione catetere;1
rimozione  punti;1
rilvazione pv;1
rilievo dei sintomi;1
rilevo prarametri;1
rilevazioni pv saturimetrie;1
reperimento sc;1
rilevazioni dei parametri vitali;1
rilevazione sintomi;1
rilevazione segni vitali;1
rilevazione pv del pz;1
rilevazione pressione arteriosa;1
rilevazione parametri vitali tutti dolore compreso;1
rilevazione parametri vitali rilevazione delle condizioni generali igienico sanitarie;1
rilevazione parametri vitali ed educ sanit al contesto per monitoraggio;1
rilevazione parametri vitali e glicemia;1
rilevazione parametri vitali  pressione arteriosa  fc  fr e spo;1
rilevazione parametri vitali  delle condizioni igienico sanitarie generali;1
rilevazioni parametri di base;1
rivalutazioni congiunte con il chirurgo;1
rivalutazioni con chirurgo;1
rivalutazione generale paziente e valutazione ambiente domestico;1
rivalutazione;1
riunioni equipe multidisciplinare per discussione casi;1
riunioni;1
ritiro delle richieste mmg;1
risocializzazione;1
riprogrammazione accessi a casa;1
riposizionamento peg;1
riposizionamento e cambio foley;1
rimozione punti chirurgici;1
rinnovo medicazioni;1
rinnovo gestione catatere vescicale;1
rinforzi educativi del care giver;1
rinforzi educativi care giver;1
rinforzi educativi;1
rimozioni cv;1
rimozione sostituzione cv;1
rimozione punti ferita chirurgica;1
rimozione punti di sutura e medicazione delle ferite chirurgiche;1
rimozione punti di sutura clip metalliche;1
rimozione punti di sutura chirugici;1
rinnovo medicazioni esecuzione bendaggi fasciature;1
rilevamento dei pv;1
rilevamento dei parametri vitali;1
riempimento elastomeri;1
rielevazione parametri vitali;1
rieducazione;1
riconoscere e normalizzare le reazioni emotive;1
riconciliazione terapeutica ed addestramento;1
riconciliazione terapeutica;1
ricognizione farmaci;1
ricognizione e riconciliazione terapia;1
ricognizione e riconciliazione terapeutica;1
rilevazione parametri per percorso scompenso;1
ricognizione degli esami e visite programmate;1
richieste consulenze per valutazioni presso centro assistenza vulnologica;1
richiesta materiale sanitario;1
richiesta materiale e farmaci;1
ricariche elastomero;1
ricarica pompa elastomerica;1
rete  socio sanitari e terzo settore e discussione caso con altri professionisti;1
rete;1
reperire accesso venoso per alimentazione parenterale;1
reperire accessi venisi;1
reperimento venoso;1
ricognizione della terapia;1
rilevazione parametri ed educazione per monitoraggio a domicolio;1
rilevazione parametri  vitali;1
rilevazione parametri  esami diagnostici  prelievi ematici  tamponi;1
rilevazione paramentri;1
rilevazione hgt;1
rilevazione glicemia terapia insulinica;1
rilevazione glicemia e somministrazione insulina bambini a scuola elementare;1
rilevazione glicemia bambini diabetici;1
rilevazione glicemia  rilevazione inr;1
rilevazione e valutazione ne parametri vitali;1
rilevazione dei parametri   es  glicemia  pa  se necessario ;1
rilevamento e monitoraggio dei parametri vitali;1
rilevazione dei dati dei pazienti e anamnesi assistenziale incluse risorse  carenze  ambiti problematici ;1
rilevazione dei bisogni del paziente;1
rilevazione dei bisogni assistenziali;1
rilevazione dei  parametri vitali;1
rilevazione bisogni assistenziali;1
rilevazione  parametri;1
rilevazione  glicemia;1
rilevaz p v;1
rilevare parametri;1
rilevamento parametri vitali e ventilatori;1
rilevamento paramerti vitali;1
rilevazione dei parametri;1
prelievo ematico venoso ;1
prelievo ematico tao;1
prelievo ematico secreti ed escreti;1
prelievo ematico periferico;1
prelievo ematico occasionale;1
prelievo ematico non occasionale;1
prelievo ematico inr;1
prelievo ematico e urine;1
prelievo ematico e cultura;1
prelievo ematico domiciliare;1
primo assesment presa in carico;1
prelievo ematico bioumorale;1
prelievo ematico  urine e feci per analisi ematochimiche di controllo;1
prelievo ematico  tamponi ferita  tamponi nasali  tamponi orofaringe;1
prelievo ematico  secreti ed escreti;1
prelievo ematico  ega;1
prelievo ematico   ega;1
prelievo ematico ;1
prelievo ematici urine  colturali e tao tamponi colturali;1
prelievo emarico;1
prelievo domicilio;1
prelievo di sangue a domicilio;1
prelievo ematico da venipuntura periferica;1
prelievo venoso domiciliare;1
prelievo venoso da cvc;1
prelievo venoso  esami d urina;1
prelievo venosi;1
prelievo venisi;1
prelievo trasfusione;1
prelievo sanguigno;1
prelievo sangue venoso;1
prelievo sangue capillare per tao;1
prelievo sangue capillare;1
prelievo per emotrasfusione;1
prelievo ematico venoso e arterioso;1
prelievo occasionale;1
prelievo inr;1
prelievo in ambulatorio;1
prelievo estemporaneo;1
prelievo esami ematici;1
prelievo esami colturali;1
prelievo endovenoso;1
prelievo emtico;1
prelievo ematuco;1
prelievo ematochimici;1
prelievo ematico venoso e capillare ;1
prelievo occasionali tao;1
prelievi venosi e arteriosi;1
prelievi venosi domiciliari e ambulatoriali;1
prelievi venosi capillari;1
prelievi tp centro emostasi;1
prelievi tamponi colturali;1
prelievi sanguini  venosi domiciliari;1
prelievi sangue urine;1
prelievi sangue e urine;1
prelievi sangue;1
prelievi ricorrenti e non;1
prelievi per tao;1
prelievo del sangue endovenoso;1
prelievi per controllo inr;1
prelievi occasionali e non occasionali;1
prelievi occasionali  tao  oncologici  colturali;1
prelievi occasionali;1
prelievi nematici;1
prelievi liquidi biologici;1
prelievi evatici;1
prelievi ev;1
prelievi esami urine;1
prelievi esami colturali;1
prelievi emogas arterioso;1
prelievi per esami ematochimici;1
prelievo del sangue capillare per glicemia e oa;1
prelievo coumadin;1
prelievo coagulometro;1
prelievo capillare per terapia tao;1
prelievo capillare da coagulometro;1
prelievo capillare con determinazione inr;1
prelievo capillare  tao ;1
prelievo campione biologico;1
prelievo bioptico;1
prelievo arterioso emogasanali;1
prelievo a domicilio;1
prelievi venosi e colturali;1
prelievi venoso domiciliare;1
prelievi venosisorveglianza infermieristica;1
prelievi venosi ed ega;1
prelievi venosi ed arteriosi;1
prelievi venosi e urina;1
prelievi venosi e raccolta campioni biologici con cateterismo estemporaneo;1
prelievi venosi e posizionamento accessi venosi periferici;1
prelievi venosi e o microbiologici;1
prelievi venosi e materiale vario;1
prelievi venosi e materiale organico;1
prelievi venosi e da accessi vascolari centrali;1
prelievo  ematico;1
prevenzione e gestione del dolore;1
prevenzione e gestione dei paz con c v  e ldp;1
prevenzione delle lesioni da decubito;1
prevenzione decubiti;1
prevenzione alle lesioni cutanee;1
prevenzione  educazione sanitaria;1
prevenzione    gestione e trattamento lesioni da pressione;1
prev e trattam lesioni da pressione;1
prestazioni diagnostiche;1
prestazioni con specialista;1
prelievo venoso e urinocoltura;1
pressione;1
prese in carico nuovi pazienti;1
prese in carico con compilazione di cc;1
prese in carico;1
prescrizioni ausili;1
prescrizione ausilii  letto  materassi    ;1
prescrizione ausili;1
presa incarico paziente;1
presa in carico pzt terminale;1
presa in carico e valutazione paziente;1
presa in carico e valutazione del pz ;1
pressione  glicemia;1
primi accessi;1
prime visite per presa in carico pz;1
prima visita  valutazione;1
prima valutazione con accesso congiunto medico di cure palliative;1
prevenzione ulcere da decubito  posizionamento  alimentazione ecc;1
