testo_pulito;count
cura cattetere vescicale;1
cura colonstomie;1
cura della documentazione;1
counselling e sostegno emotivo;1
counselling educazione al caregiver;1
counselling inf per ausili;1
counselling stili di vita;1
counselling telefonico;1
counselng;1
couseling familiare;1
creazione relazione di fiducia;1
gestione e cura di lesioni da decubito;1
gestione e educazione stomie;1
gestione e facilitazione delle relazioni con mmg e altri professionisti della rete multidisciplinare;1
gestione e inserimento catetere vescicale;1
gestione e introduzione catetere vescicali;1
gestione e introduzione e cambi di cateteri vescicali;1
gestione e istruzione care giver;1
gestione e lavaggio picc;1
gestione e cambio sng;1
gestione e cambio sng e peg;1
gestione e cambio stomie;1
gestione e compilazione della documentazione accertamentoscale di valutazione;1
gestione e coordinamento delle prestazioni dei piani assistenziali individuali;1
gestione e cura cateteri venosii centrali;1
gestione e cura cavo orale;1
gestione e cura di colonstomia urostomie ileostomie;1
gestione e cambio catetere vescicale;1
gestione e cambio cateteri vescicali;1
gestione e cambio cateteri vescicali e alvo;1
gestione e cambio cvp;1
gestione e cambio peg  insegnamento  gestione ne;1
gestione e cambio peg e sondini ng;1
gestione e cambio peg sng;1
gestione e cambio pegsng;1
gestione drenaggio toracico;1
gestione drenaggitoracicoaddominale;1
gestione dreneggi;1
gestione durata enterale;1
gestione e  medicazione picc;1
gestione e addestramento alla terapia enterale;1
gestione e addestramento n e;1
gestione e addestramento npt;1
gestione e ripristino pompe elastomeriche;1
gestione e somministrazione ev;1
gestione e somministrazione fleboclisi;1
gestione e somministrazione tp;1
gestione e sostituzione accesso congiunto con specialista a domicilio del pz trachestomizzato;1
gestione e sostituzione catetere vescicale cateterismi estemporanei;1
gestione e sostituzione con medico specialista della tracheostomia;1
gestione e sostituzione del cv;1
gestione e posizionamento accessi venosi;1
gestione e posizionamento cat vescicali;1
gestione e posizionamento pompa elastomerica;1
gestione e posizionamento terapia infusionale;1
gestione e preparazione farmaci;1
gestione e prevenzione ldd;1
gestione e prevenzione ldd e gestione lesioni arti inferiori;1
gestione e riempimento pompe elastomeriche;1
gestione e medicazioni accessi venosi centrali;1
gestione e medicazioni accessi venosi picc cvc ;1
gestione e medicazioni cvc;1
gestione e medicazioni cvc e cvp;1
gestione e medicazioni stomie;1
gestione e monitoraggio cateteri venosi centarli;1
gestione e monitoraggio drenaggi addominali e toracici;1
gestione e pos sng;1
gestione e med accessi centrali;1
gestione e medicazione catetere venoso centrale;1
gestione e medicazione cateteri venosi centrali;1
gestione e medicazione della stomia;1
gestione e medicazione peg;1
gestione e medicazione port a cath;1
gestione e medicazioni accessi centrali;1
gestione e medicazioni accessi venosi  centrali;1
gestione educazione accessi venosi  periferici e centrali e sottocutanei;1
gestione educazione accessi venosi periferici centrali e sottocutanei;1
gestione educazione alla gestione catetere vescicale;1
gestione educazione catetere vesicale;1
gestione educazione pegsng;1
gestione educazione stomia;1
gestione educazione stomie;1
gestione educazione terapeutica e sanitaria;1
gestione ed educazione cateterismo vescicale;1
gestione ed educazione dellalvo;1
gestione ed educazione drenaggi;1
gestione ed educazione medicazione semplicecomplessa;1
gestione ed educazione netnpt;1
gestione ed educazione peg e nutrizione enterale totale;1
gestione ed educazione terapia ev sc;1
gestione ed uso cateteri centrali;1
gestione e supporto terapia con addensanti;1
gestione e toilette  stomia;1
gestione e trattamento ldp;1
gestione e valutazione dolore;1
gestione ed educazione a assunzione terapia;1
gestione ed educazione alla gestione degli accessi vascolari;1
gestione ed educazione alla gestione di stomie intestinali ed urinarie;1
gestione ed educazione alle stomie;1
gestione e sostituzione peg e sondini nasogastriciorogastrici;1
gestione e sostituzione peg sng  alimentazione net;1
gestione e sostituzione periodica cateteri vescicali;1
gestione e sostituzione periodica sonda peg;1
gestione e sostituzione sng peg;1
gestione e sostituzione sonde peg;1
gestione e sostituzione sondini nasogastrici e peg;1
gestione e supporto cargiver pz terminali;1
gestione fine vitacure palliative;1
gestione foley vescicali;1
gestione funzionalità intestinale;1
gestione funzionalià urinaria cateterismo;1
gestione funzione alvo;1
controllo stick capillare;1
controllo stomie  urostomia colonstomie ileostomie ;1
controllo terapia   per os o terapiaecc;1
gestione ferite ch;1
gestione ferite chirugiche;1
gestione ferite chirurgica;1
gestione ferite chirurgice;1
gestione ferite chirurgiche con eventuale desutura;1
gestione ferite cutanee di origine varia;1
gestione ferite difficili;1
gestione fine vita;1
gestione enterostomia;1
gestione enterostomia o urostomia;1
gestione enterostomie ed urostomie;1
gestione eo cambio catetere vescicale;1
gestione evaciuzione;1
gestione f urinaria;1
gestione farmaci ev;1
gestione ferite  chirurgiche;1
gestione elastomeri toraparacentesi;1
gestione elettromedicali domiciliari in pazienti con patologia neuromuscolare;1
gestione eliminazione varie stomie presidi;1
gestione emotrafusione;1
gestione emotrasfusione;1
gestione emotrasfusione eo paracentesi;1
gestione enterale;1
gestione entero e uro stomie;1
counseling paziente e caregiver;1
counseling stili di vita;1
gestione funzione evacquativa;1
gestione funzione evacuatoria;1
gestione funzione intestinale;1
gestione funzione nutrizionale gestione peg accessi venosi centrali e perifeirici;1
gestione funzione urinaria sostituzione cv gestione evacuazione;1
gestione gastrostomie peg rig bottoni a basso profilo digiunostomia;1
counselig;1
counseling alimentazione per os;1
counseling breve;1
counseling care giver;1
counseling educazionale;1
counseling eliminazione e gestione cv;1
counseling famigliare;1
counseling integrità  cutanea medicazioni;1
coordinamento dei piani assistenziali dei pazienti di terzo livello ado ail amo e pazienti dialisi domiciliari;1
corretto utilizzo dei dispositivi medici;1
cose organizzativi parlare und il medico di base parlare con i parenti parlare con il servicio di assistenza domiciliare;1
costante educazione sanitaria;1
costruire allenza terapeutica con la famiglia se presentecre giver;1
costruire unalleanza con la famiglia se presente;1
councelingsupporto psicologico e noninformazioneeducazione sanitariaprevenzione;1
councelling;1
controllo terapiafarmaci;1
controllo tracheostomia;1
controllo ventilatore;1
controllosostituzione sonda gastrostomica;1
conuseling alimentazione per os;1
conuseling eliminazione gestione catetere vescicale;1
conuseling integrità cutanea medicazione;1
coordinamento con mmg;1
gestione lesioni arti inferiori di natura vascolare o diabetica;1
gestione lesioni complesse;1
gestione lesioni da decubito;1
gestione lesioni da pressiond;1
gestione lesioni ferite chirurgiche da trauma;1
gestione lesioni trofiche;1
gestione lesioni vascolari;1
gestione lesionie con medicazioni semplici e complesse e tpn;1
gestione intradermiche;1
gestione ipodermo educativo;1
gestione ipodermoclisi;1
gestione ldc;1
gestione le peg;1
gestione lesione chirurgica;1
gestione lesione da compressionecompliance terapia;1
gestione lesioni arti inferiori;1
gestione impianti venosi;1
gestione infusione ev  im sc;1
gestione infusione venosa;1
gestione infusione venosa e sottocute;1
gestione infusioni parentalevenosesottocute;1
gestione inr con coagulometro;1
gestione inserimento cv;1
gestione inserimento sngpeg;1
gestione gestione cv;1
gestione glicemia utenti pediatrici presso istituti formativi;1
gestione idratazione e nutrizione netnpt;1
gestione idratazione ev o sc;1
gestione idratazione sc;1
gestione idratazioni ev sc;1
gestione ileostomia o colonstomia;1
gestione impianti vascolari centrali  e infusioni;1
gestione monitoraggio pdta;1
gestione monitoraggio pdta  diabete scompenso  volemico bpco;1
gestione na centrale e parenterale;1
gestione na enterale e parenterale;1
gestione na entrate e parenterale;1
gestione nad;1
gestione nadpeg;1
gestione ne peg;1
gestione medicazioni delle ferite;1
gestione medicazioni lesioni da decubito;1
gestione medicazioni pic;1
gestione medicazioni semplici e avanzate;1
gestione midline  pic  cvc;1
gestione midline e cvc;1
gestione mini mid;1
gestione monitoraggi pdta;1
gestione medicazione accessi venosi picc port;1
gestione medicazione lesioni;1
gestione medicazione lesioni neoplastiche;1
gestione medicazione nefrostomie  urostomie;1
gestione medicazione semplice;1
gestione medicazione terapia a pressione negativa;1
gestione medicazioni avanzate;1
gestione medicazioni da decubito e ulcere vascolari;1
gestione linee infusione;1
gestione linee venose;1
gestione lpd;1
gestione lutto;1
gestione malati oncologici;1
gestione med semplice;1
gestione medicaz;1
gestione medicaz semplici;1
controllo sintomatologia;1
controllo sintomi e supporto psicologico;1
controllo sintomi post chemioterapiadolore;1
controllo sng;1
gestione nefrostomiepeg;1
gestione nenp;1
gestione netnpt;1
gestione niv;1
controllo peg e tracheo;1
controllo periodico medicazioni peg;1
controllo periodico medicazioni sng;1
controllo pompa nad;1
controllo post dimissioni;1
controllo pressione;1
controllo pv ispezione cutanea;1
controllo sacca di sangue;1
controllo monitoraggio sintomi;1
controllo nutrizionale;1
controllo ostomie;1
controllo pa;1
controllo parametri  paspofctcstickdiuresi;1
controllo parametri pa  tc;1
controllo parametri ventilatori;1
controllo parametri vitali e dolore;1
gestione ne sngpeg;1
gestione ned npt;1
controllo glicemico in paziente diabetico;1
controllo glicemie;1
controllo inr;1
controllo inr x terapia coumadin;1
controllo medicazione peg;1
controllo medicazioni sng;1
gestione nutrizione entrate;1
gestione nutrizione parentale;1
gestione nutrizione parenterale  e enterale;1
gestione nutrizione parenterale  gestione cvc picc port;1
gestione nutrizione parenterale cvc;1
gestione nutrizione parenterale ed enterale;1
gestione nutrizione parenterale enterale;1
gestione nutrizione parenterale gestione cvc;1
gestione nutrizione disfagia;1
gestione nutrizione e enterale e parenterale e addestramento caregiver;1
gestione nutrizione e peg;1
gestione nutrizione enterale  peg;1
gestione nutrizione enterale e pàrèñterale totale;1
gestione nutrizione enterale e sngpeg;1
gestione nutrizione enteraleparenterale e addestramento care giver;1
gestione nutrizione enterle sngpeg;1
gestione nutrizionale enterale  peg;1
gestione nutrizionale enterale sng peg;1
gestione nutrizionale parenterale;1
gestione nutrizione;1
gestione nutrizione artificiale;1
gestione nutrizione artificiale domiciliare parenterale e enterale;1
gestione nutrizione artificiale tramite peg;1
gestione nutrizione clinica e peg;1
gestione npt  fleboclisi ipodermoclisi;1
gestione npt fleboclisi nutrizioni eneterali;1
gestione npt ne;1
gestione npt sng peg;1
gestione npt terapie endovenose sottocutanea;1
gestione nptned;1
gestione nptpt;1
gestione nutrizine terapia parenterale o enterale;1
gestione paziente terminale elastomeri;1
gestione paziente trachemizzato;1
gestione pazienti compelessi;1
gestione pazienti con drenaggi nefrostomiecistostomiecolonstomieileostomie;1
gestione pazienti con peg controllo stoma controllo divice controllo gestione;1
gestione pazienti con tacheo;1
gestione pazienti con tracheostomietracheotomieventilazione meccanica e loro caregiver;1
gestione pazienti in cure palliative integrate;1
gestione paz con sng;1
gestione paz con vac;1
gestione paz cure palliative;1
gestione paz tracheotomia;1
gestione paziente oncologico e terminale pompa elastomerica;1
gestione paziente palliativo;1
gestione paziente rete cure palliative;1
gestione paziente terminale e terapia del dolore;1
gestione nutrizone enterale;1
gestione o sostituzione peg;1
gestione ossigeno terapia;1
gestione ossigenoterapia;1
gestione pac toracico;1
gestione parenterale  pic port;1
gestione paz con peg;1
gestione paz con peg o sng;1
gestione nutrizione parenterale gestione cvc picc port;1
gestione nutrizione parenteraleenterale;1
gestione nutrizione parenteralegestione cvc;1
gestione nutrizioneenteraleprenterale;1
gestione nutrizioni enteraliparenterali;1
gestione nutrizioni parenterali e accessi venosi centrali;1
gestione nutrizioni parenterali totali;1
gestione nutrizioni parentetali;1
gestione peg e infusione di ne;1
gestione peg e ne;1
gestione peg e net inserimento sng;1
gestione peg e nutrizione entrale;1
gestione peg e posizionamento nutrizione enterale;1
controllo catetere;1
controllo catetere vescicali;1
controllo cateteri centrali;1
gestione peg  nutrizione enterale e addestramento care giver;1
gestione peg  sng;1
gestione peg  sng tracheo;1
gestione peg  sondini nasi gastrico;1
gestione peg colonstomie urostomie;1
gestione peg cvc stomie e canule endotracheali;1
gestione peg e drenaggi;1
gestione peg e ileostomia;1
gestione pcc;1
gestione pdta;1
gestione pdta bambino cronico;1
gestione pdta bambino diabetico;1
gestione peg  controllo palloncino  di ancoraggio;1
gestione peg  e sng;1
gestione peg  npt;1
gestione peg  nutrizione enterale;1
gestione pazienti oncologici e colloqui con il palliativista;1
gestione pazienti oncologici terminali;1
